id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,cycle_number,is_forecast,forecast_cap_rate1,forecast_date1,forecast_cap_rate2,forecast_date2
5608,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,17.0,2023-10-29 20:00:01,2023-10-29 22:07:43,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,48.4,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,,17,False,,,,
5607,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,18.0,2023-10-31 20:00:01,2023-10-31 22:05:01,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,18,False,,,,
5606,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,19.0,2023-11-02 20:00:01,2023-11-02 22:04:22,124.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,53.0,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,19,False,,,,
5605,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,20.0,2023-11-04 20:00:01,2023-11-04 22:00:40,120.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,69.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,20,False,,,,
5604,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,21.0,2023-11-06 20:00:02,2023-11-06 22:01:45,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,21,False,,,,
5603,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,22.0,2023-11-08 20:00:00,2023-11-08 22:01:10,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,22,False,,,,
5602,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,23.0,2023-11-10 20:00:01,2023-11-10 22:00:56,120.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.5,53.3,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,23,False,,,,
5601,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,24.0,2023-11-12 20:00:01,2023-11-12 22:05:04,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.3,53.1,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,24,False,,,,
5600,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,25.0,2023-11-14 20:00:01,2023-11-14 22:02:46,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,25,False,,,,
5599,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,26.0,2023-11-16 20:00:01,2023-11-16 22:00:41,120.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,69.0,65.0,0.0,0.0,53.1,53.6,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,26,False,,,,
5598,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,27.0,2023-11-18 20:00:01,2023-11-18 22:03:00,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,27,False,,,,
5597,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,28.0,2023-11-20 20:00:01,2023-11-20 22:03:24,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,52.9,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,28,False,,,,
5596,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,29.0,2023-11-22 20:00:01,2023-11-22 22:01:13,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,29,False,,,,
5595,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,30.0,2023-11-24 20:00:01,2023-11-24 22:00:00,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,30,False,,,,
5594,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,31.0,2023-11-26 20:00:01,2023-11-26 21:59:49,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,69.0,65.0,0.0,0.0,52.9,52.7,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,31,False,,,,
5593,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,32.0,2023-11-28 20:00:01,2023-11-28 22:01:02,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.3,53.1,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,32,False,,,,
5592,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,33.0,2023-11-30 20:00:01,2023-11-30 21:59:53,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.9,53.7,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,33,False,,,,
5591,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,34.0,2023-12-02 20:00:01,2023-12-02 21:57:16,117.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,34,False,,,,
5590,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,35.0,2023-12-04 20:00:01,2023-12-04 21:54:43,114.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.8,53.5,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,35,False,,,,
5588,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,37.0,2023-12-08 20:00:01,2023-12-08 21:59:23,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,69.0,65.0,0.0,0.0,53.8,53.7,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,36,False,,,,
5587,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,38.0,2023-12-10 20:00:01,2023-12-10 21:57:00,116.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.0,0.0,0.0,48.1,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,37,False,,,,
5586,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,39.0,2023-12-12 20:00:01,2023-12-12 21:59:23,119.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.9,53.8,0.0,0.0,48.3,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,38,False,,,,
5584,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,41.0,2023-12-16 20:00:00,2023-12-16 21:57:10,117.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.2,54.0,0.0,0.0,47.9,47.6,0.0,0.0,,,,,,,,,LEAD_ACID,,39,False,,,,
5583,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,42.0,2023-12-18 20:00:01,2023-12-18 21:58:05,118.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.9,53.8,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,40,False,,,,
5582,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,43.0,2023-12-20 20:00:00,2023-12-20 21:56:34,116.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.5,53.3,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,41,False,,,,
5580,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,45.0,2023-12-24 20:00:01,2023-12-24 21:54:29,114.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.0,53.8,0.0,0.0,48.1,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,42,False,,,,
5579,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,46.0,2023-12-26 20:00:01,2023-12-26 21:57:56,117.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.0,53.8,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,43,False,,,,
5578,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,47.0,2023-12-28 20:00:01,2023-12-28 22:05:19,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.0,53.8,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,44,False,,,,
5577,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,48.0,2023-12-30 20:00:01,2023-12-30 22:06:32,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.6,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,45,False,,,,
5576,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,49.0,2024-01-01 20:00:01,2024-01-01 22:07:40,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,46,False,,,,
5575,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,50.0,2024-01-03 20:00:01,2024-01-03 22:01:13,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.5,53.3,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,47,False,,,,
5574,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,51.0,2024-01-05 20:00:01,2024-01-05 22:02:22,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,48,False,,,,
5573,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,52.0,2024-01-07 20:00:01,2024-01-07 22:02:36,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.4,0.0,0.0,48.2,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,49,False,,,,
5572,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,53.0,2024-01-09 20:00:01,2024-01-09 22:02:41,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,50,False,,,,
5571,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,54.0,2024-01-11 20:00:01,2024-01-11 22:08:26,128.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,51,False,,,,
5570,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,55.0,2024-01-13 20:00:01,2024-01-13 22:06:16,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,52.8,52.7,0.0,0.0,48.5,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,,52,False,,,,
5569,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,56.0,2024-01-15 20:00:00,2024-01-15 22:05:03,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,53.0,0.0,0.0,48.4,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,53,False,,,,
5568,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,57.0,2024-01-17 20:00:01,2024-01-17 22:07:39,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.0,52.8,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,54,False,,,,
5567,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,58.0,2024-01-19 20:00:01,2024-01-19 22:05:57,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.1,0.0,0.0,48.5,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,,55,False,,,,
5566,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,59.0,2024-01-21 20:00:01,2024-01-21 22:05:25,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,52.9,0.0,0.0,48.5,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,,56,False,,,,
5565,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,60.0,2024-01-23 20:00:01,2024-01-23 22:00:20,120.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.1,53.0,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,57,False,,,,
5564,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,61.0,2024-01-25 20:00:02,2024-01-25 21:58:50,118.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.6,53.3,0.0,0.0,48.1,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,58,False,,,,
5563,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,62.0,2024-01-27 20:00:01,2024-01-27 22:03:16,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,59,False,,,,
5562,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,63.0,2024-01-29 20:00:01,2024-01-29 22:03:28,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,60,False,,,,
5561,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,64.0,2024-01-31 20:00:01,2024-01-31 22:01:53,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.0,53.9,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,61,False,,,,
5560,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,65.0,2024-02-02 20:00:01,2024-02-02 22:01:06,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.0,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,62,False,,,,
5559,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,66.0,2024-02-04 20:00:01,2024-02-04 22:06:05,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,53.1,0.0,0.0,48.0,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,63,False,,,,
5558,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,67.0,2024-02-06 20:00:01,2024-02-06 22:04:22,124.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.3,53.1,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,64,False,,,,
5557,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,68.0,2024-02-08 20:00:01,2024-02-08 22:06:53,126.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,54.0,53.9,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,65,False,,,,
5556,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,69.0,2024-02-10 20:00:01,2024-02-10 22:10:51,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.6,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,66,False,,,,
5555,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,70.0,2024-02-12 20:00:01,2024-02-12 22:10:25,130.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.8,53.7,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,67,False,,,,
5554,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,71.0,2024-02-14 20:00:01,2024-02-14 22:07:02,127.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.7,53.5,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,68,False,,,,
5553,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,72.0,2024-02-16 20:00:00,2024-02-16 22:02:56,122.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,52.9,0.0,0.0,48.3,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,,69,False,,,,
5552,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,73.0,2024-02-18 20:00:01,2024-02-18 22:05:03,125.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.2,52.9,0.0,0.0,48.3,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,,70,False,,,,
5551,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,74.0,2024-02-20 20:00:01,2024-02-20 22:03:38,123.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.5,53.3,0.0,0.0,48.2,48.0,0.0,0.0,,,,,,,,,LEAD_ACID,,71,False,,,,
5550,10.63.43.114,HOV.Jargalant_JargalanHothon_9davharBair_NMD110,75.0,2024-02-22 20:00:00,2024-02-22 22:01:02,121.0,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.4,53.2,0.0,0.0,48.1,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,,72,False,,,,
